path_before,path_after,label,synthetic,category,task
E:\KOSHKIN_DOM\image_cache\d645758c5b2aa96a395a475f7e2d3fcd.jpg,E:\KOSHKIN_DOM\image_cache\ac88f607c303d51a68fe65cd10f26cdd.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\46d74bc149f2fec38531e8388194099e.jpg,E:\KOSHKIN_DOM\image_cache\ec640846ab66c180b04828c9db7cd42f.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\3f340b0af695dcb3f0743a74b0592687.jpg,E:\KOSHKIN_DOM\image_cache\3f340b0af695dcb3f0743a74b0592687.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\1ea5dddca0697f9ac259d3297c8502ae.jpg,E:\KOSHKIN_DOM\image_cache\b0f2db36aed42db94818cc10e447ffe1.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\1867d5b4970af10f018fda25d27bac72.jpg,E:\KOSHKIN_DOM\image_cache\bd61200233c7339894a813aa491b7616.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\ec1e683633377e80ac2bfdfeea3646f9.jpg,E:\KOSHKIN_DOM\image_cache\ec1e683633377e80ac2bfdfeea3646f9.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\7a498c7a015ef0c92dc28e060be79d92.jpg,E:\KOSHKIN_DOM\image_cache\eeb0558656c4dbd710c1fedc48fc0468.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\099df304ca9b7b41149ed77554d3fd37.jpg,E:\KOSHKIN_DOM\image_cache\966437eee42d76ae17c76493a7695f36.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\5672671abf56307b9b7e0e746e187d2e.jpg,E:\KOSHKIN_DOM\image_cache\2db999471602d6b835fbe1c57205c74e.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\712ec9514f4fea9c51a4a8ba1fb33775.jpg,E:\KOSHKIN_DOM\image_cache\3d300996dda99b37d3e8982f109b9041.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\02b096392d66c8c68aba326cb47aa87e.jpg,E:\KOSHKIN_DOM\image_cache\6de413443350bf440dcc80cd4ec9cced.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\f34b9fe68f464fd892818eebb5afc2e2.jpg,E:\KOSHKIN_DOM\image_cache\f34b9fe68f464fd892818eebb5afc2e2.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\22adee2f4e0024ee56cd5fd28a4ceb4e.jpg,E:\KOSHKIN_DOM\image_cache\22adee2f4e0024ee56cd5fd28a4ceb4e.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\e2cb1a3d261cc07a0040c70cd4a9a91d.jpg,E:\KOSHKIN_DOM\image_cache\258974599d76198369f2671b95f1345a.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\edca9ed8e386cb8cca6d1667b6d40302.jpg,E:\KOSHKIN_DOM\image_cache\edca9ed8e386cb8cca6d1667b6d40302.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\69cf86aff1eb3881d8a7cc1836fc7da5.jpg,E:\KOSHKIN_DOM\image_cache\23e987c48ac38917c9de92f2d8b70e07.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\20522df8c9958beef6621f781f94b81a.jpg,E:\KOSHKIN_DOM\image_cache\20522df8c9958beef6621f781f94b81a.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\618dc15ea15ee7de1cc26f45a6e56143.jpg,E:\KOSHKIN_DOM\image_cache\618dc15ea15ee7de1cc26f45a6e56143.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\a03caea81ecef456dbd8c39f6e2d698b.jpg,E:\KOSHKIN_DOM\image_cache\13d3f37fe0df9026bf3b0cca53b7616f.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\13e15cb739a5411314bb6c956f0b7b5c.jpg,E:\KOSHKIN_DOM\image_cache\a901453aeb9e982c019d7ea1851bf20f.png,1,0,curb,
E:\KOSHKIN_DOM\image_cache\c97858125915ab88dec641d1834df2a1.jpg,E:\KOSHKIN_DOM\image_cache\9057ed177216188ee10c03941179520e.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\ddffb73e3321591b16e9e411d8268838.jpg,E:\KOSHKIN_DOM\image_cache\4d4386589f54577144830b9320c7d59e.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\700802fe391be9798688dcaebd7e2937.jpg,E:\KOSHKIN_DOM\image_cache\fdb4d6ff75fcc2b8c13f07fc544204d8.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\1b8bf05a68bda4621861669841881288.jpg,E:\KOSHKIN_DOM\image_cache\1b8bf05a68bda4621861669841881288.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\3bbcb9043ed494662c4a3ac068d24162.jpg,E:\KOSHKIN_DOM\image_cache\3bbcb9043ed494662c4a3ac068d24162.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\cb906b88ef5319dfdcade156a6f36d63.jpg,E:\KOSHKIN_DOM\image_cache\388b10f868b40834f8ee49448550f427.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\b921df03c9126cea126315fa2f34b9f2.jpg,E:\KOSHKIN_DOM\image_cache\dac39f71336115ff520c19ba4db5f5fc.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\f2205948d9e13f9431e0d1e8102610fe.jpg,E:\KOSHKIN_DOM\image_cache\94467cebd141b7aee0b96944d681b9b7.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\0ef55da08b2895570bfa0e969bb9fda9.jpg,E:\KOSHKIN_DOM\image_cache\0ef55da08b2895570bfa0e969bb9fda9.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\0081a18cc635fb01b23ac518678247f2.jpg,E:\KOSHKIN_DOM\image_cache\d7eca977217111b574a17046297d3bf2.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\cef37ffd2e86e1f8b593a50268c70670.jpg,E:\KOSHKIN_DOM\image_cache\a3fb39e07e115ebb817c6baa1ee93523.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\7e96f6300c65915a10afd12df37981d3.jpg,E:\KOSHKIN_DOM\image_cache\7e96f6300c65915a10afd12df37981d3.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\abc396d06ba748c3bc10fe840aa3f2d2.jpg,E:\KOSHKIN_DOM\image_cache\abc396d06ba748c3bc10fe840aa3f2d2.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\b2aa78516b44422f1f6b2954f6086142.jpg,E:\KOSHKIN_DOM\image_cache\08cc01fd731ff63a870a4ac73c07a3c6.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\f3701c4640df68732037c323649e19f6.jpg,E:\KOSHKIN_DOM\image_cache\f3701c4640df68732037c323649e19f6.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\f4e750f9425a34a2dd527d8468221f3a.jpg,E:\KOSHKIN_DOM\image_cache\f4e750f9425a34a2dd527d8468221f3a.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\04ba3693e1bf5ff73daec9cbcebccabc.jpg,E:\KOSHKIN_DOM\image_cache\04ba3693e1bf5ff73daec9cbcebccabc.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\135361164290faef0f5198e520098f2c.jpg,E:\KOSHKIN_DOM\image_cache\f744461700d3254e5b326c9d01c57169.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\d59376c0a983343818a2b6af22cd6513.jpg,E:\KOSHKIN_DOM\image_cache\d59376c0a983343818a2b6af22cd6513.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\1492a5e88e29248499adb381082ff82d.jpg,E:\KOSHKIN_DOM\image_cache\777843f7a1d0afd3257412966e113e67.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\19e22f6d34b74a2807d271ac23b1269a.jpg,E:\KOSHKIN_DOM\image_cache\76c8d3829b23d592e87f945a0e2afc36.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\0047e0870fc6c453dc2e022e59172640.jpg,E:\KOSHKIN_DOM\image_cache\aa7392044deaa62f00f1bb94a95d4510.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\d243d344415293c16fac77bc785cb257.jpg,E:\KOSHKIN_DOM\image_cache\d243d344415293c16fac77bc785cb257.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\cf4877e7e9fab1373dbfd0c1c0f7b07e.jpg,E:\KOSHKIN_DOM\image_cache\60e818f0f7795047bc827ed1c3bf469a.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\b28570d4f7a9c232890f123dc1985cbe.jpg,E:\KOSHKIN_DOM\image_cache\b28570d4f7a9c232890f123dc1985cbe.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\46298579674019d8a5b9acc8a53cdd36.jpg,E:\KOSHKIN_DOM\image_cache\adeaf063eb9d3fd646a33143edff9a5f.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\40672feb393ec6feacc718eba0423c44.jpg,E:\KOSHKIN_DOM\image_cache\e56c345a8d17c6562a6012490e373c05.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\3b44e67d0d999acf495a4b748f4e40ba.jpg,E:\KOSHKIN_DOM\image_cache\3b44e67d0d999acf495a4b748f4e40ba.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\8024ffec6d400f441ab6d51b123c9a17.jpg,E:\KOSHKIN_DOM\image_cache\a0dd878976fad2afb5fa0bab99728243.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\242eb364e5a77951db1251bf517d044a.jpg,E:\KOSHKIN_DOM\image_cache\77b0e016c2b9b8f1b14ce40d09cfd9c9.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\3e485210426f420f62f3c9ca970f7983.jpg,E:\KOSHKIN_DOM\image_cache\3d77295ee2ae5ed20f5c41d219e39e4f.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\56321c2e0d97659d231832daf4b8ce8f.jpg,E:\KOSHKIN_DOM\image_cache\e7a0b0c8cf1c631df493bd38454bad05.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\3a8b23d5f489acbac3a48a8b0f570548.jpg,E:\KOSHKIN_DOM\image_cache\3a8b23d5f489acbac3a48a8b0f570548.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\b857c5696283175174b4ab94c870e49b.jpg,E:\KOSHKIN_DOM\image_cache\b857c5696283175174b4ab94c870e49b.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\cd8da5bc5268aecb0e741219d18fa0c0.jpg,E:\KOSHKIN_DOM\image_cache\cd8da5bc5268aecb0e741219d18fa0c0.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\53f1eee1c10459327273b871ace3be06.jpg,E:\KOSHKIN_DOM\image_cache\9f5441c9e082200e712fdbdf227acee6.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\04860cc0465de56e314afac6413dc44b.jpg,E:\KOSHKIN_DOM\image_cache\04860cc0465de56e314afac6413dc44b.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\d01571ab60417bc40d07e57acc8e8a7d.jpg,E:\KOSHKIN_DOM\image_cache\3148773172cce6b08d08dd6aeb1422bd.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\f853bd6783e28e0c4a4a172aa4476d2f.jpg,E:\KOSHKIN_DOM\image_cache\f853bd6783e28e0c4a4a172aa4476d2f.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\75ca415aeef9e318f297069d133123fb.jpg,E:\KOSHKIN_DOM\image_cache\60e6eaf4873a75cc6b66caed16e9bdc5.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\338fc8c5cab1881827e6c1d99de066f8.jpg,E:\KOSHKIN_DOM\image_cache\d4140af6872ef2267f6730a70565b675.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\3a3355b1911e3d76faa2ebc9ee1c75fd.jpg,E:\KOSHKIN_DOM\image_cache\3a3355b1911e3d76faa2ebc9ee1c75fd.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\89389d4447393982786da03c84550d98.jpg,E:\KOSHKIN_DOM\image_cache\9426591b9a62725c9a5062a8814a035f.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\9501a7896be38afcdce1b34f2b4226be.jpg,E:\KOSHKIN_DOM\image_cache\d37fad2a38db8543f154029a3ff1b408.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\684673204ed5a26f3639bc6837693204.jpg,E:\KOSHKIN_DOM\image_cache\684673204ed5a26f3639bc6837693204.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\178b2dc5fe83bd25f22ef799f6602011.jpg,E:\KOSHKIN_DOM\image_cache\178b2dc5fe83bd25f22ef799f6602011.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\5af3adce02487be68ff97eb1d3824c8c.jpg,E:\KOSHKIN_DOM\image_cache\5af3adce02487be68ff97eb1d3824c8c.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\4cc9fbaa1b56c857a79acb73bf70b944.jpg,E:\KOSHKIN_DOM\image_cache\c4832a1f927a12f2555570ff0f88426b.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\874f66fef4060501cd0675d3358e0bc2.jpg,E:\KOSHKIN_DOM\image_cache\874f66fef4060501cd0675d3358e0bc2.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\d300b5ae942077a2b49ebeeb1b3e13df.jpg,E:\KOSHKIN_DOM\image_cache\d300b5ae942077a2b49ebeeb1b3e13df.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\2851bced09d87a4096e5ac70434e4287.jpg,E:\KOSHKIN_DOM\image_cache\2851bced09d87a4096e5ac70434e4287.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\2d3f4596fa708c3077b8ebc80dc0f20d.jpg,E:\KOSHKIN_DOM\image_cache\2d3f4596fa708c3077b8ebc80dc0f20d.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\3bbcb9043ed494662c4a3ac068d24162.jpg,E:\KOSHKIN_DOM\image_cache\32ece47e3f564dfa430eb113a7922446.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\99f37edacc8a257fc54382c23125be8a.jpg,E:\KOSHKIN_DOM\image_cache\99f37edacc8a257fc54382c23125be8a.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\84550626fbd79f68f48ecd8779d35ffc.jpg,E:\KOSHKIN_DOM\image_cache\84550626fbd79f68f48ecd8779d35ffc.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\5de098fc20e655def755c959776605a2.jpg,E:\KOSHKIN_DOM\image_cache\78c19afea69c264e92777d8f13be2ff0.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\1aba769c6905f7bf8f5ab34138bf7fd8.jpg,E:\KOSHKIN_DOM\image_cache\a08f1daea847340aaca780e1a887ebbb.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\7a1b71e318636320a86a16ecb8d0ec35.jpg,E:\KOSHKIN_DOM\image_cache\7a1b71e318636320a86a16ecb8d0ec35.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\2a82eab9821f387378fdbfd3cdb04340.jpg,E:\KOSHKIN_DOM\image_cache\2a82eab9821f387378fdbfd3cdb04340.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\3fdee67e402c202ceeaef474d5ab7dbf.jpg,E:\KOSHKIN_DOM\image_cache\cad4564e31b8cb81567b97acf28f768a.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\d2509da700414ade78d0a4e23f061725.jpg,E:\KOSHKIN_DOM\image_cache\d2509da700414ade78d0a4e23f061725.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\7f370bb92bd1b35b440f290489931145.jpg,E:\KOSHKIN_DOM\image_cache\e48681dffdd80836814082c3f4d7ea72.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\7057ce611efd637d532468d051a29efb.jpg,E:\KOSHKIN_DOM\image_cache\7057ce611efd637d532468d051a29efb.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\c9ea685471b7c295f2d6d4d73ca64be8.jpg,E:\KOSHKIN_DOM\image_cache\cb784763351e3d02e33ddf9ce79528e4.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\bcb21abe6b9c50feb9a06028ac613f55.jpg,E:\KOSHKIN_DOM\image_cache\bcb21abe6b9c50feb9a06028ac613f55.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\ab0d6d0f1630fd7337abfda3cc3cbd32.jpg,E:\KOSHKIN_DOM\image_cache\05dab7f8997aee13b7fea91e5d4be281.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\8a62bd7c89dce2e4cf308db28cf16239.jpg,E:\KOSHKIN_DOM\image_cache\8a62bd7c89dce2e4cf308db28cf16239.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\a21dff55c829f93224d7ded3c9caf482.jpg,E:\KOSHKIN_DOM\image_cache\f6f9988afd7a2a2d33fc3d0522a079e6.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\2aa0d5a90e6ee3de8181c3311eb8cb8a.jpg,E:\KOSHKIN_DOM\image_cache\e509f6f491a6c52ded7071345c6b3667.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\b6933329a33cdd0acccc86e1d5362e4e.jpg,E:\KOSHKIN_DOM\image_cache\b6933329a33cdd0acccc86e1d5362e4e.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\941512098cda0fbd26a57c3bad506c94.jpg,E:\KOSHKIN_DOM\image_cache\88dd9382df872f4ac205523ffeb89c54.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\af031ad96792a24cd1ce364c2d2105a2.jpg,E:\KOSHKIN_DOM\image_cache\edbbaed9358355ea2da6327c9c73df37.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\cafe08a81c2165420baf42aad327df34.jpg,E:\KOSHKIN_DOM\image_cache\0afb06ad0c1a1fef9165f94d27912ec9.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\af3e37979373276f372b0af9e92531a0.jpg,E:\KOSHKIN_DOM\image_cache\bddc6b201cd128c3e51c1f071fe23816.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\5502afc0e68b736c98cb4a1d406bf2ac.jpg,E:\KOSHKIN_DOM\image_cache\b087908bcc87bef94e08e35eaa2a0ce7.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\c61c8bd0a448df5623f13d67772839d7.jpg,E:\KOSHKIN_DOM\image_cache\c61c8bd0a448df5623f13d67772839d7.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\53006759c96f26c75ce5bf74afdcfbbc.jpg,E:\KOSHKIN_DOM\image_cache\53006759c96f26c75ce5bf74afdcfbbc.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\6e04784774a114a5bb9f6079bb81ad39.jpg,E:\KOSHKIN_DOM\image_cache\1d75b5260d229978306f7484e439fe58.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\d945cf25d096c7cf145ec88c16e13a9c.jpg,E:\KOSHKIN_DOM\image_cache\d945cf25d096c7cf145ec88c16e13a9c.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\13793171668b0ea1076ea5fa606b5053.jpg,E:\KOSHKIN_DOM\image_cache\dd996c55a69ec15c133f02026f8fde4f.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\79e5dcbb1bfe37b48d3104b140a81eec.jpg,E:\KOSHKIN_DOM\image_cache\a3aa4ae9dc2c77cfd999f4dfb1ec0918.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\7d76327063fbcb68a2c773a47c14f7da.jpg,E:\KOSHKIN_DOM\image_cache\7d76327063fbcb68a2c773a47c14f7da.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\e6adc8985a461c2600ef90ccef86bdf8.jpg,E:\KOSHKIN_DOM\image_cache\e6adc8985a461c2600ef90ccef86bdf8.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\cd3dc750eaa2b1c4019a2ae9aa3ac899.jpg,E:\KOSHKIN_DOM\image_cache\cd3dc750eaa2b1c4019a2ae9aa3ac899.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\0c588d3b080b82473e1f19c2c0148afd.jpg,E:\KOSHKIN_DOM\image_cache\35f2d256600ecdd0b3664f2eaf523abf.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\031f0158838872511dc900bf712f9b31.jpg,E:\KOSHKIN_DOM\image_cache\63062070ce3eb2f622b625b4870c4f49.png,1,0,curb,
E:\KOSHKIN_DOM\image_cache\43b7f3549ed485efb31b3b2b007a7bac.jpg,E:\KOSHKIN_DOM\image_cache\0cd6add740259ecf59c9dc981015da78.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\a1d832a890165f0f10021844f2683b07.jpg,E:\KOSHKIN_DOM\image_cache\a1d832a890165f0f10021844f2683b07.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\efbf171b962611287763ca5b7d3c35c9.jpg,E:\KOSHKIN_DOM\image_cache\efbf171b962611287763ca5b7d3c35c9.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\31da8acb1b83fb07be60d13c792d363c.jpg,E:\KOSHKIN_DOM\image_cache\31da8acb1b83fb07be60d13c792d363c.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\d9e739027583bd10a511511742f4a0b5.jpg,E:\KOSHKIN_DOM\image_cache\d9e739027583bd10a511511742f4a0b5.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\69de7992f1be42cc099959a5e45dca4c.jpg,E:\KOSHKIN_DOM\image_cache\ba3e5025b84812e5c8717493bdaf61e2.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\d43a0ff57aa531b0f18df0864e7f3e9f.jpg,E:\KOSHKIN_DOM\image_cache\d43a0ff57aa531b0f18df0864e7f3e9f.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\aade8c489e6386a54b513a338cb9d49b.jpg,E:\KOSHKIN_DOM\image_cache\36ee32101543a469dcb868bbd94088a4.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\433734d6370de3763842ccdad63f6fb6.jpg,E:\KOSHKIN_DOM\image_cache\004b2b7d98eda99c6743ae71d83ed078.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\b0ce03300c30296bebeb70007d25aea2.jpg,E:\KOSHKIN_DOM\image_cache\6b2c0174777fb0cb11e2a982f6bd32bb.png,1,0,curb,
E:\KOSHKIN_DOM\image_cache\2b50ad4a1b357b17563670e0c54b4055.jpg,E:\KOSHKIN_DOM\image_cache\2b50ad4a1b357b17563670e0c54b4055.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\a1b39630c24d0afe38c8691131fed62a.jpg,E:\KOSHKIN_DOM\image_cache\a1b39630c24d0afe38c8691131fed62a.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\c99976874cbf01db944cde5d53494015.jpg,E:\KOSHKIN_DOM\image_cache\c99976874cbf01db944cde5d53494015.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\5b94c0584d614a260ed2c9ded4087154.jpg,E:\KOSHKIN_DOM\image_cache\75eb5a874f828fb517f0e35a9682bcfe.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\ac5f359cddaab77bcd88a47952da2619.jpg,E:\KOSHKIN_DOM\image_cache\975d355b68d9eae769465c9906e351a2.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\bbc00d1d44c449a0263fab9d4c0d2f30.jpg,E:\KOSHKIN_DOM\image_cache\1063f7f3fe8091d22d62c6d08635d847.jpeg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\c1b2efd7072a2e3d35bb79c9bb2e7a60.jpg,E:\KOSHKIN_DOM\image_cache\c1b2efd7072a2e3d35bb79c9bb2e7a60.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\faf27af9ccb79a110396a95b3039a6fc.jpg,E:\KOSHKIN_DOM\image_cache\faf27af9ccb79a110396a95b3039a6fc.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\e73dfe5dd20511bfe6e2500fef16542b.jpg,E:\KOSHKIN_DOM\image_cache\01b93b270cc4d74e250cf2c4aad37b36.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\88364fc49dca1c96068edd3ac6b8b475.jpg,E:\KOSHKIN_DOM\image_cache\88364fc49dca1c96068edd3ac6b8b475.jpg,0,1,curb,
E:\KOSHKIN_DOM\image_cache\b4e486b0db652c040d2b25bbe7c3b1fe.jpg,E:\KOSHKIN_DOM\image_cache\d2a555e65b75f745405d5ab667b2818d.jpg,1,0,curb,
E:\KOSHKIN_DOM\image_cache\af5e79ff7cb9b01b14cbb456971de863.jpg,E:\KOSHKIN_DOM\image_cache\a994ba6bcc190155a6c25f6da92438af.jpeg,1,0,curb,
