source,row,task,before_url,after_url,decision
Завершенные_задачи__Асфальт__,14328,Ямы и выбоины в асфальтобетонном покрытии (Обочина),https://ckkb-mos.online/storage/uploads/images/10645/133717/5609553/fpb51i5FXwo2.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/966687/i3DFnK.jpeg,good
Завершенные_задачи__Асфальт__,15247,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/134513/5607553/incSc70oJVnF.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/961342/1rM6lz.jpg,good
Завершенные_задачи__Асфальт__,33118,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/141202/5625785/cSxxTUXTBnZ5.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1021968/g19D5H.jpeg,good
Завершенные_задачи__Асфальт__,39453,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/139658/5604240/ci24NLlPCdDU.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/946033/1rv5lD.jpg,good
Завершенные_задачи__Асфальт__,1739,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/133381/5679209/oybDVfSQ1AH4.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1253328/AN9i7S.jpeg,good
Завершенные_задачи__Асфальт__,36781,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/125665/5615441/pdH8r8r9LHUK.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/979431/uZ0bkO.jpg,good
Завершенные_задачи__Асфальт__,13031,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/111433/5615154/HlQMbNs37QjA.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/984024/QbctVC.jpeg,good
Завершенные_задачи__Асфальт__,35713,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/139854/5619505/1YpwAjnH4MVB.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/994253/SxVEdg.jpg,good
Завершенные_задачи__Асфальт__,27493,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/125481/5655904/tzM9V7viZb8Z.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1137254/d5doJV.jpeg,good
Завершенные_задачи__Асфальт__,14446,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/135890/5609598/qLC8bbeJebt0.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/963461/PAammU.jpeg,good
Завершенные_задачи__Асфальт__,29439,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/138480/5642866/mbkj4Qp9i01o.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1091165/HaVxtw.jpg,good
Завершенные_задачи__Асфальт__,38618,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),https://ckkb-mos.online/storage/uploads/images/10645/123519/5606815/mjqt5GI9CWEo.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/954727/sfz48d.jpg,good
Завершенные_задачи__Асфальт__,18231,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),https://ckkb-mos.online/storage/uploads/images/10645/144015/5686567/9XyhmMLhSnN4.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1284602/b1KoEL.jpeg,good
Завершенные_задачи__Асфальт__,425,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/114781/5687138/RGKQPQ91dNtb.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1282135/XoEwAX.png,good
Завершенные_задачи__Асфальт__,10463,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/131748/5627320/TdGDkhRuOkxE.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1028695/sk361s.jpg,good
Завершенные_задачи__Асфальт__,27696,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/139378/5653426/fu6nPZlFEXn9.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1133174/STsmz9.png,good
Завершенные_задачи__Асфальт__,22298,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/120074/5677981/EsvVf2YYEeag.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1240646/6eU7Ca.png,good
Завершенные_задачи__Асфальт__,18210,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/123062/5686251/jyujSrhZ0YLX.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1284757/WzcWmU.jpeg,good
Завершенные_задачи__Асфальт__,10189,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/135788/5629317/K8jYbdlSk81b.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1033311/ivLAPY.jpeg,good
Завершенные_задачи__Асфальт__,14110,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/113020/5612129/uGtFqrl0MPMT.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/970237/iA4Mzo.jpg,good
Завершенные_задачи__Асфальт__,22059,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/139867/5679705/X5f2EPiMIi4r.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1243830/SlelMi.jpg,good
Завершенные_задачи__Асфальт__,6698,Ямы и выбоины в асфальтобетонном покрытии (Обочина),https://ckkb-mos.online/storage/uploads/images/10645/116545/5650544/851LZnm9FJQL.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1112212/miPBr5.jpeg,good
Завершенные_задачи__Асфальт__,6078,Ямы и выбоины в асфальтобетонном покрытии (Лотковая часть),https://ckkb-mos.online/storage/uploads/images/10645/116651/5652634/U5goYlzpfHV5.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1128728/aWK1qK.jpg,good
Завершенные_задачи__Асфальт__,24898,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),https://ckkb-mos.online/storage/uploads/images/10645/142394/5670722/BCHNCeTCMei5.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1200146/9Oxj0u.jpeg,good
Завершенные_задачи__Асфальт__,6338,Ямы и выбоины в асфальтобетонном покрытии (Лотковая часть),https://ckkb-mos.online/storage/uploads/images/10645/136265/5652059/PbmloExWW1WH.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1123808/8AxJzq.jpeg,good
Завершенные_задачи__Асфальт__,23526,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/113213/5675087/ea4EHSjFs9fr.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1222145/r6QHsP.jpeg,good
Завершенные_задачи__Асфальт__,22541,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/121441/5677982/xD7TPwzMp44u.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1237582/KDHaM3.png,good
Завершенные_задачи__Асфальт__,39565,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/122442/5603546/aWPOfPoEhbz4.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/944887/f75p30.png,good
Завершенные_задачи__Асфальт__,17335,Ямы и выбоины в асфальтобетонном покрытии (Лотковая часть),https://ckkb-mos.online/storage/uploads/images/10645/115152/5595149/5qUXpIWCGDAp.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/925329/hYJCQa.jpg,good
Завершенные_задачи__Асфальт__,2847,Ямы и выбоины в асфальтобетонном покрытии (Парковка),https://ckkb-mos.online/storage/uploads/images/10645/133166/5674459/Bpf490ZJlKvy.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1220521/by3C0R.jpg,good
Завершенные_задачи__Асфальт__,30108,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),https://ckkb-mos.online/storage/uploads/images/10645/120766/5639093/q4WUsrmBZPPn.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1072838/ye412e.jpeg,good
Завершенные_задачи__Асфальт__,35142,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/124430/5622672/clXCgtqpTjeM.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1000324/8Lsjc6.jpeg,good
Завершенные_задачи__Асфальт__,8180,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/131951/5640483/lzmfMaQGP8ae.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1078662/AQj5NK.jpg,good
Завершенные_задачи__Асфальт__,24807,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/145103/5670392/WuEkqpp8iwVb.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1203114/JlXAJa.jpeg,good
Завершенные_задачи__Асфальт__,5164,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/111536/5657676/94U1wKhGCG2c.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1142695/QRbqlU.jpg,good
Завершенные_задачи__Асфальт__,36178,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),https://ckkb-mos.online/storage/uploads/images/10645/137302/5618415/fFFgsoeokUXh.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/990007/Ceslre.jpeg,good
Завершенные_задачи__Асфальт__,19213,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),https://ckkb-mos.online/storage/uploads/images/10645/123711/5685287/o1Nsk2vKYD53.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1276689/5sbCBW.jpg,good
Завершенные_задачи__Асфальт__,41198,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/115446/5597804/pnxhRWM3p9ee.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/930357/5iqUfO.jpeg,good
Завершенные_задачи__Асфальт__,40535,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/122127/5598553/FmDHSY7gfmaW.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/936152/Q0BXiR.jpeg,good
Завершенные_задачи__Асфальт__,23700,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/137363/5674906/PMxK9W1iTiMk.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1219378/ev29JD.jpeg,good
Завершенные_задачи__Асфальт__,37837,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/122848/5610240/1h0t4wOSUQhC.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/968198/OEel2r.jpg,good
Завершенные_задачи__Асфальт__,12601,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/128830/5617360/O4EQzOfQmhPH.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/988515/MaawMJ.jpeg,good
Завершенные_задачи__Асфальт__,4558,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/129181/5660376/yAvhDjpoSzj0.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1156549/7uQtUT.jpg,bad
Завершенные_задачи__Асфальт__,3003,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/135238/5673991/bmW2dYSmOt9Z.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1214016/IB6DXX.jpg,good
Завершенные_задачи__Асфальт__,14935,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/132089/5609199/wlvDJh2qvgMU.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/962450/4EgtzC.jpg,good
Завершенные_задачи__Асфальт__,18965,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/142615/5685737/7Sc0K8baEyDA.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1279129/DCEiR9.jpeg,good
Завершенные_задачи__Асфальт__,5229,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/132134/5655414/ZDbVpbdf7HBD.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1141348/6YWIWt.jpeg,good
Завершенные_задачи__Асфальт__,15256,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/134513/5607553/Kxbg5QvYX3v0.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/961322/jxwpgU.jpg,good
Завершенные_задачи__Асфальт__,6619,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/133434/5650507/YAxaVDwjGtoO.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1114738/MTeOVI.jpeg,good
Завершенные_задачи__Асфальт__,24911,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),https://ckkb-mos.online/storage/uploads/images/10645/126869/5670908/QJvNFkmhIfn7.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1199786/e1MpDp.jpg,good
Завершенные_задачи__Асфальт__,18217,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/123527/5686830/LfbrTfcfhM6E.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1284670/duKYH0.jpg,good
Завершенные_задачи__Асфальт__,29714,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/128326/5641727/qlIBU8l26xbT.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1082247/jFAEW4.jpeg,good
Завершенные_задачи__Асфальт__,41660,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/138651/5594014/oIanjaduy8Ar.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/926430/p44UmA.jpeg,good
Завершенные_задачи__Асфальт__,23909,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),https://ckkb-mos.online/storage/uploads/images/10645/113719/5674557/6GiZBvedrv36.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1216680/TBT3lD.jpg,good
Завершенные_задачи__Асфальт__,10659,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/135769/5627573/ae3T5oVLgHnZ.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1024525/FS2wQO.jpg,good
Завершенные_задачи__Асфальт__,24260,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),https://ckkb-mos.online/storage/uploads/images/10645/111796/5673664/4OQpu6OCZ7bG.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1211881/pD6EhM.jpeg,good
Завершенные_задачи__Асфальт__,23283,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),https://ckkb-mos.online/storage/uploads/images/10645/137081/5676288/Ow2yWwqU3esi.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1225843/q5n1Rs.jpg,good
Завершенные_задачи__Асфальт__,13730,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/115109/5614743/dzKyzOWv4Rk0.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/976928/7kAVvp.jpg,good
Завершенные_задачи__Асфальт__,17496,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/120956/5688123/6zD9OYtygrh0.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1290936/zThBa6.jpg,good
Завершенные_задачи__Асфальт__,4679,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/133395/5659277/pk1iFfnS0Kw5.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1153974/OY9Op2.jpg,good
Завершенные_задачи__Асфальт__,39920,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/139857/5599434/V6eueb9lUWka.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/941762/fqhorI.jpg,good
Завершенные_задачи__Асфальт__,41613,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),https://ckkb-mos.online/storage/uploads/images/10645/139339/5595602/UdkIDj08zcgT.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/927017/hpDtG2.jpeg,good
Завершенные_задачи__Асфальт__,11215,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/131981/5627021/4yIl3cuQ5KEj.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1015473/JKZCvz.jpeg,good
Завершенные_задачи__Асфальт__,35005,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/139695/5622106/i2uBXRuv5K2c.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1001440/rEpzcJ.jpeg,good
Завершенные_задачи__Асфальт__,16043,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/132026/5605565/be8Jgh8TXjDG.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/951888/MjsjOh.jpeg,good
Завершенные_задачи__Асфальт__,10708,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/114366/5627415/hqm9vgbVYdFh.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1023324/PMSh1p.jpg,good
Завершенные_задачи__Асфальт__,30294,Ямы и выбоины в асфальтобетонном покрытии (Пешеходная дорожка),https://ckkb-mos.online/storage/uploads/images/10645/125125/5639582/tHNHV8CcOi6f.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1070084/bL6RA0.jpeg,good
Завершенные_задачи__Асфальт__,24867,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/122274/5670227/HoQHoShBMJzh.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1201595/Xm9bDE.jpg,good
Завершенные_задачи__Асфальт__,17691,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/118559/5688116/VHwQMFGKyEnV.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1289398/PbzX3E.jpg,good
Завершенные_задачи__Асфальт__,41943,Ямы и выбоины в асфальтобетонном покрытии (Гостевая парковка),https://ckkb-mos.online/storage/uploads/images/10645/117243/5593925/Pb8R0uiTbiwM.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/923872/yllJur.PNG,good
Завершенные_задачи__Асфальт__,36500,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/136756/5616387/iqdgGWjKrhjh.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/984691/fStdQw.jpg,good
Завершенные_задачи__Асфальт__,14392,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/135297/5609420/IhVTthWYJ0Wo.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/965410/U0EyBN.jpg,good
Завершенные_задачи__Асфальт__,21252,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),https://ckkb-mos.online/storage/uploads/images/10645/140719/5681416/9IgyihOgcetN.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1253975/MsyoBt.jpg,good
Завершенные_задачи__Асфальт__,3665,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/114706/5667973/QHpR1a8RdbCI.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1186643/8GIiOI.jfif,good
Завершенные_задачи__Асфальт__,15010,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/133592/5609307/iHqOKH7bT98G.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/962324/wYlRcS.jpg,good
Завершенные_задачи__Асфальт__,2103,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/134128/5679249/RrxHH2Hh39iQ.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1245287/PrKzFE.png,good
Завершенные_задачи__Асфальт__,20673,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/116150/5680957/1Alm412r4DuI.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1260100/gEK2GE.pdf,good
Завершенные_задачи__Асфальт__,26290,Ямы и выбоины в асфальтобетонном покрытии (Отмостка),https://ckkb-mos.online/storage/uploads/images/10645/121074/5664334/HGjvlM68Rxkn.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1168331/tXv41g.jpeg,good
Завершенные_задачи__Асфальт__,17546,Ямы и выбоины в асфальтобетонном покрытии (Проезд),https://ckkb-mos.online/storage/uploads/images/10645/126855/5687602/9e5PjIpwLOHE.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1290648/5oodV9.jpg,good
Завершенные_задачи__Асфальт__,4337,Ямы и выбоины в асфальтобетонном покрытии (Остановка общественного транспорта),https://ckkb-mos.online/storage/uploads/images/10645/116589/5660419/MBF7nNZM3nyT.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1160669/BPO1Y0.jpeg,good
Завершенные_задачи__Асфальт__,13826,Ямы и выбоины в асфальтобетонном покрытии (Проезжая часть),https://ckkb-mos.online/storage/uploads/images/10645/114978/5614768/0cJrVOqs9Fz1.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/975835/mXaxix.jpeg,good
Завершенные_задачи__Асфальт__,37170,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/117409/5614268/rThaLL5C2arL.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/974968/QlbStK.jpeg,good
Завершенные_задачи__Асфальт__,20622,Ямы и выбоины в асфальтобетонном покрытии (Тротуар),https://ckkb-mos.online/storage/uploads/images/10645/124580/5681380/to8XIv1tPMKD.jpg,https://ckkb-mos.online/storage/uploads/task_attaches/10645/1260585/eiOUBJ.jpg,good
